Id,WnvPresent
604,5.461281634463199e-05
605,5.460889290306592e-05
606,5.46049697433486e-05
607,5.460104686545976e-05
608,5.459712426937917e-05
609,5.4593201955086576e-05
610,5.4589279922561756e-05
611,5.458535817178465e-05
612,5.4581436702734634e-05
613,5.457751551539166e-05
614,5.4573594609735514e-05
615,5.456967398574593e-05
616,5.4565753643402706e-05
617,5.4561833582685796e-05
618,5.455791380357458e-05
619,5.4553994306049026e-05
620,5.45500750900889e-05
621,5.4546156155674e-05
622,5.454223750278427e-05
623,5.453831913139912e-05
624,5.453440104149851e-05
625,5.4530483233062236e-05
626,5.452656570607006e-05
627,5.4522648460501784e-05
628,5.45187314963372e-05
629,5.451481481355626e-05
630,5.4510898412138376e-05
631,5.4506982292063556e-05
632,5.450306645331156e-05
633,5.44991508958622e-05
634,5.449523561969544e-05
635,5.449132062479072e-05
636,5.4487405911128015e-05
637,5.4483491478687114e-05
638,5.4479577327447836e-05
639,5.4475663457389975e-05
640,5.447174986849333e-05
641,5.4467836560737904e-05
642,5.446392353410311e-05
643,5.4460010788568956e-05
644,5.445609832411524e-05
645,5.4452186140721794e-05
646,5.44482742383684e-05
647,5.444436261703509e-05
648,5.444045127670127e-05
649,5.443654021734697e-05
650,5.443262943895199e-05
651,5.442871894149617e-05
652,5.442480872495931e-05
653,5.4420898789321435e-05
654,5.441698913456197e-05
655,5.441307976066095e-05
656,5.4409170667598184e-05
657,5.4405261855353514e-05
658,5.440135332390677e-05
659,5.4397445073237964e-05
660,5.439353710332655e-05
661,5.4389629414152536e-05
662,5.4385722005695785e-05
663,5.4381814877936124e-05
664,5.437790803085338e-05
665,5.43740014644276e-05
666,5.437009517863822e-05
667,5.436618917346529e-05
668,5.4362283448888654e-05
669,5.435837800488816e-05
670,5.4354472841443634e-05
671,5.435056795853512e-05
672,5.434666335614211e-05
673,5.4342759034244626e-05
674,5.433885499282251e-05
675,5.433495123185564e-05
676,5.4331047751323856e-05
677,5.432714455120721e-05
678,5.432324163148518e-05
679,5.431933899213781e-05
680,5.431543663314497e-05
681,5.4311534554486513e-05
682,5.4307632756142296e-05
683,5.430373123809241e-05
684,5.429983000031629e-05
685,5.429592904279403e-05
686,5.4292028365505496e-05
687,5.428812796843055e-05
688,5.428422785154907e-05
689,5.4280328014841114e-05
690,5.427642845828618e-05
691,5.4272529181864335e-05
692,5.4268630185555455e-05
693,5.4264731469339425e-05
694,5.426083303319613e-05
695,5.425693487710563e-05
696,5.425303700104743e-05
697,5.4249139405001616e-05
698,5.424524208894807e-05
699,5.424134505286668e-05
700,5.423744829673734e-05
701,5.4233551820540116e-05
702,5.422965562425454e-05
703,5.4225759707860683e-05
704,5.4221864071338434e-05
705,5.421796871466771e-05
706,5.421407363782841e-05
707,5.4210178840800416e-05
708,5.4206284323563834e-05
709,5.4202390086098176e-05
710,5.419849612838353e-05
711,5.4194602450399825e-05
712,5.419070905212696e-05
713,5.418681593354501e-05
714,5.4182923094633545e-05
715,5.417903053537263e-05
716,5.41751382557422e-05
717,5.4171246255722154e-05
718,5.416735453529242e-05
719,5.4163463094433104e-05
720,5.4159571933123746e-05
721,5.415568105134445e-05
722,5.415179044907514e-05
723,5.414790012629573e-05
724,5.4144010082986165e-05
725,5.414012031912655e-05
726,5.4136230834696414e-05
727,5.41323416296759e-05
728,5.412845270404493e-05
729,5.412456405778345e-05
730,5.4120675690871375e-05
731,5.411678760328883e-05
732,5.411289979501537e-05
733,5.4109012266031134e-05
734,5.410512501631606e-05
735,5.410123804585007e-05
736,5.409735135461313e-05
737,5.409346494258516e-05
738,5.408957880974631e-05
739,5.408569295607615e-05
740,5.40818073815548e-05
741,5.4077922086162224e-05
742,5.407403706987836e-05
743,5.407015233268336e-05
744,5.4066267874556806e-05
745,5.406238369547881e-05
746,5.4058499795429364e-05
747,5.40546161743884e-05
748,5.405073283233589e-05
749,5.4046849769251985e-05
750,5.404296698511626e-05
751,5.4039084479908877e-05
752,5.403520225360979e-05
753,5.403132030619896e-05
754,5.4027438637656385e-05
755,5.402355724796201e-05
756,5.4019676137096e-05
757,5.4015795305037935e-05
758,5.4011914751767994e-05
759,5.400803447726616e-05
760,5.400415448151239e-05
761,5.400027476448684e-05
762,5.3996395326169155e-05
763,5.399251616653946e-05
764,5.398863728557776e-05
765,5.398475868326405e-05
766,5.3980880359578275e-05
767,5.397700231450046e-05
768,5.3973124548010766e-05
769,5.39692470600888e-05
770,5.3965369850714754e-05
771,5.39614929198686e-05
772,5.395761626753035e-05
773,5.395373989368019e-05
774,5.394986379829772e-05
775,5.394598798136314e-05
776,5.3942112442856444e-05
777,5.393823718275764e-05
778,5.3934362201046725e-05
779,5.39304874977037e-05
780,5.392661307270876e-05
781,5.392273892604154e-05
782,5.3918865057682226e-05
783,5.3914991467610844e-05
784,5.391111815580738e-05
785,5.390724512225187e-05
786,5.390337236692451e-05
787,5.389949988980493e-05
788,5.389562769087333e-05
789,5.3891755770109747e-05
790,5.3887884127494185e-05
791,5.3884012763006866e-05
792,5.3880141676627426e-05
793,5.387627086833608e-05
794,5.387240033811284e-05
795,5.386853008593776e-05
796,5.386466011179084e-05
797,5.386079041565213e-05
798,5.385692099750184e-05
799,5.385305185731963e-05
800,5.384918299508572e-05
801,5.3845314410780136e-05
802,5.384144610438292e-05
803,5.383757807587412e-05
804,5.383371032523396e-05
805,5.382984285244209e-05
806,5.382597565747876e-05
807,5.3822108740324004e-05
808,5.381824210095786e-05
809,5.381437573936039e-05
810,5.381050965551182e-05
811,5.380664384939183e-05
812,5.380277832098065e-05
813,5.3798913070258333e-05
814,5.379504809720494e-05
815,5.379118340180052e-05
816,5.3787318984025336e-05
817,5.378345484385904e-05
818,5.37795909812819e-05
819,5.377572739627397e-05
820,5.377186408881531e-05
821,5.3768001058886185e-05
822,5.376413830646626e-05
823,5.376027583153581e-05
824,5.375641363407491e-05
825,5.37525517140636e-05
826,5.3748690071481966e-05
827,5.374482870631009e-05
828,5.374096761852823e-05
829,5.3737106808116067e-05
830,5.373324627505389e-05
831,5.372938601932176e-05
832,5.372552604089977e-05
833,5.372166633976799e-05
834,5.3717806915906706e-05
835,5.371394776929559e-05
836,5.371008889991496e-05
837,5.370623030774488e-05
838,5.370237199276544e-05
839,5.369851395495671e-05
840,5.3694656194299017e-05
841,5.369079871077203e-05
842,5.3686941504356066e-05
843,5.368308457503119e-05
844,5.367922792277752e-05
845,5.367537154757514e-05
846,5.3671515449404345e-05
847,5.366765962824487e-05
848,5.366380408407699e-05
849,5.365994881688081e-05
850,5.365609382663644e-05
851,5.3652239113323983e-05
852,5.364838467692374e-05
853,5.364453051741545e-05
854,5.3640676634779403e-05
855,5.3636823028995704e-05
856,5.3632969700044475e-05
857,5.3629116647905844e-05
858,5.362526387256009e-05
859,5.362141137398698e-05
860,5.36175591521668e-05
861,5.361370720707968e-05
862,5.360985553870575e-05
863,5.360600414702513e-05
864,5.360215303201793e-05
865,5.35983021936645e-05
866,5.3594451631944545e-05
867,5.3590601346838414e-05
868,5.358675133832623e-05
869,5.358290160638813e-05
870,5.357905215100444e-05
871,5.35752029721549e-05
872,5.3571354069819836e-05
873,5.356750544397941e-05
874,5.356365709461374e-05
875,5.355980902170298e-05
876,5.355596122522745e-05
877,5.355211370516693e-05
878,5.354826646150174e-05
879,5.354441949421204e-05
880,5.354057280327795e-05
881,5.353672638867966e-05
882,5.3532880250397483e-05
883,5.3529034388411195e-05
884,5.352518880270115e-05
885,5.3521343493247495e-05
886,5.3517498460030395e-05
887,5.3513653703029994e-05
888,5.3509809222226654e-05
889,5.350596501760014e-05
890,5.350212108913082e-05
891,5.349827743679886e-05
892,5.349443406058442e-05
893,5.349059096046765e-05
894,5.3486748136428746e-05
895,5.348290558844805e-05
896,5.347906331650536e-05
897,5.347522132058103e-05
898,5.347137960065524e-05
899,5.346753815670817e-05
900,5.346369698872018e-05
901,5.345985609667107e-05
902,5.3456015480541204e-05
903,5.345217514031077e-05
904,5.344833507595994e-05
905,5.344449528746891e-05
906,5.344065577481786e-05
907,5.343681653798717e-05
908,5.3432977576956646e-05
909,5.342913889170666e-05
910,5.3425300482217414e-05
911,5.342146234846908e-05
912,5.341762449044189e-05
913,5.341378690811619e-05
914,5.340994960147181e-05
915,5.340611257048915e-05
916,5.34022758151484e-05
917,5.339843933542975e-05
918,5.3394603131313614e-05
919,5.3390767202779796e-05
920,5.33869315498087e-05
921,5.338309617238054e-05
922,5.33792610704755e-05
923,5.337542624407381e-05
924,5.337159169315568e-05
925,5.3367757417701494e-05
926,5.336392341769111e-05
927,5.336008969310493e-05
928,5.335625624392314e-05
929,5.3352423070126004e-05
930,5.33485901716939e-05
931,5.3344757548606665e-05
932,5.334092520084473e-05
933,5.333709312838831e-05
934,5.333326133121763e-05
935,5.3329429809312914e-05
936,5.33255985626544e-05
937,5.33217675912225e-05
938,5.3317936894997054e-05
939,5.331410647395849e-05
940,5.331027632808706e-05
941,5.3306446457362976e-05
942,5.330261686176649e-05
943,5.329878754127801e-05
944,5.329495849587741e-05
945,5.3291129725545134e-05
946,5.328730123026139e-05
947,5.3283473010006446e-05
948,5.327964506476073e-05
949,5.3275817394504113e-05
950,5.3271989999217016e-05
951,5.326816287887971e-05
952,5.3264336033472434e-05
953,5.3260509462975436e-05
954,5.325668316736898e-05
955,5.325285714663351e-05
956,5.324903140074888e-05
957,5.3245205929695574e-05
958,5.324138073345382e-05
959,5.323755581200388e-05
960,5.3233731165326055e-05
961,5.3229906793400745e-05
962,5.322608269620787e-05
963,5.322225887372787e-05
964,5.3218435325941023e-05
965,5.321461205282759e-05
966,5.3210789054367845e-05
967,5.320696633054224e-05
968,5.320314388133068e-05
969,5.319932170671363e-05
970,5.3195499806671366e-05
971,5.319167818118415e-05
972,5.318785683023227e-05
973,5.318403575379621e-05
974,5.318021495185586e-05
975,5.317639442439169e-05
976,5.317257417138398e-05
977,5.316875419281303e-05
978,5.3164934488659124e-05
979,5.316111505890273e-05
980,5.315729590352377e-05
981,5.315347702250272e-05
982,5.3149658415819874e-05
983,5.314584008345552e-05
984,5.3142022025389976e-05
985,5.31382042416037e-05
986,5.313438673207662e-05
987,5.313056949678924e-05
988,5.3126752535721854e-05
989,5.3122935848854754e-05
990,5.311911943616825e-05
991,5.311530329764284e-05
992,5.311148743325846e-05
993,5.31076718429956e-05
994,5.310385652683457e-05
995,5.3100041484755684e-05
996,5.309622671673924e-05
997,5.309241222276576e-05
998,5.308859800281518e-05
999,5.308478405686798e-05
1000,5.308097038490452e-05
1001,5.307715698690509e-05
1002,5.3073343862850024e-05
1003,5.306953101271983e-05
1004,5.306571843649445e-05
1005,5.30619061341544e-05
1006,5.3058094105680015e-05
1007,5.305428235105162e-05
1008,5.305047087024954e-05
1009,5.304665966325429e-05
1010,5.304284873004584e-05
1011,5.30390380706047e-05
1012,5.303522768491122e-05
1013,5.303141757294572e-05
1014,5.302760773468854e-05
1015,5.302379817012021e-05
1016,5.301998887922071e-05
1017,5.301617986197056e-05
1018,5.3012371118350094e-05
1019,5.300856264833967e-05
1020,5.300475445191962e-05
1021,5.30009465290705e-05
1022,5.2997138879772273e-05
1023,5.299333150400548e-05
1024,5.298952440175047e-05
1025,5.298571757298759e-05
1026,5.298191101769722e-05
1027,5.297810473585987e-05
1028,5.297429872745556e-05
1029,5.29704929924648e-05
1030,5.296668753086798e-05
1031,5.296288234264545e-05
1032,5.2959077427777574e-05
1033,5.295527278624471e-05
1034,5.295146841802742e-05
1035,5.2947664323105694e-05
1036,5.2943860501460104e-05
1037,5.2940056953070994e-05
1038,5.2936253677918755e-05
1039,5.293245067598394e-05
1040,5.292864794724655e-05
1041,5.292484549168715e-05
1042,5.292104330928612e-05
1043,5.291724140002383e-05
1044,5.2913439763880686e-05
1045,5.290963840083722e-05
1046,5.290583731087347e-05
