,Unnamed: 0,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,Unnamed: 24,BCFG,BR,DZ,FG,FG+,FU,GR,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCFG,VCTS
386,388,1.0,2008-05-11,58.0,46.0,52.0,-5.0,43.0,47.0,13.0,0.0,0436,1860,RA BR,0.0,0.95,28.85,29.55,14.5,2.0,17.7,2008,5,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
388,390,1.0,2008-05-12,56.0,40.0,48.0,-9.0,38.0,43.0,17.0,0.0,0435,1901, ,0.0,0.0,29.26,29.96,5.1,7.0,7.8,2008,5,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,392,1.0,2008-05-13,73.0,40.0,57.0,-1.0,45.0,51.0,8.0,0.0,0434,1902,TSRA RA,0.0,0.08,29.2,29.93,15.5,18.0,15.9,2008,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
392,394,1.0,2008-05-14,64.0,45.0,55.0,-3.0,48.0,52.0,10.0,0.0,0433,1903,DZ BR,0.0,0.02,29.19,29.89,2.0,25.0,9.6,2008,5,14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,396,1.0,2008-05-15,57.0,43.0,50.0,-8.0,37.0,45.0,15.0,0.0,0432,1904, ,0.0,0.0,29.33,30.05,6.8,5.0,7.9,2008,5,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,398,1.0,2008-05-16,73.0,40.0,57.0,-2.0,41.0,50.0,8.0,0.0,0431,1905, ,0.0,0.0,29.1,29.86,8.9,25.0,9.4,2008,5,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,400,1.0,2008-05-17,73.0,52.0,63.0,4.0,41.0,52.0,2.0,0.0,0430,1906,RA,0.0,0.12,28.87,29.61,12.9,30.0,14.7,2008,5,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
400,402,1.0,2008-05-18,55.0,44.0,50.0,-10.0,39.0,45.0,15.0,0.0,0429,1907, ,0.0,0.0,28.93,29.64,3.5,34.0,8.2,2008,5,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,404,1.0,2008-05-19,60.0,40.0,50.0,-10.0,33.0,43.0,15.0,0.0,0428,1908,RA,0.0,0.1,28.96,29.69,3.9,7.0,5.7,2008,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
404,406,1.0,2008-05-20,66.0,47.0,57.0,-4.0,37.0,47.0,8.0,0.0,0427,1909, ,0.0,0.0,28.94,29.66,7.3,31.0,9.2,2008,5,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,408,1.0,2008-05-21,66.0,41.0,54.0,-7.0,36.0,46.0,11.0,0.0,0426,1910, ,0.0,0.0,29.0,29.7,7.2,32.0,9.2,2008,5,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,410,1.0,2008-05-22,59.0,45.0,52.0,-9.0,38.0,45.0,13.0,0.0,0425,1911, ,0.0,0.0,29.24,29.94,8.8,5.0,9.8,2008,5,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,412,1.0,2008-05-23,57.0,46.0,52.0,-9.0,39.0,45.0,13.0,0.0,0425,1912, ,0.0,0.0,29.41,30.12,10.7,3.0,10.9,2008,5,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,414,1.0,2008-05-24,67.0,40.0,54.0,-8.0,40.0,48.0,11.0,0.0,0424,1913, ,0.0,0.0,29.44,30.18,7.4,7.0,8.4,2008,5,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,416,1.0,2008-05-25,78.0,44.0,61.0,-1.0,50.0,57.0,4.0,0.0,0423,1914,TSRA,0.0,0.1,29.18,29.93,10.3,18.0,11.9,2008,5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
416,418,1.0,2008-05-26,81.0,47.0,64.0,2.0,60.0,64.0,1.0,0.0,0422,1915,TSRA RA BR,0.0,0.48,29.11,29.81,6.2,25.0,11.8,2008,5,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
418,420,1.0,2008-05-27,50.0,42.0,46.0,-16.0,35.0,42.0,19.0,0.0,0422,1916, ,0.0,0.0,29.5,30.19,19.2,3.0,19.3,2008,5,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,422,1.0,2008-05-28,62.0,43.0,53.0,-10.0,32.0,43.0,12.0,0.0,0421,1916, ,0.0,0.0,29.6,30.34,8.2,6.0,8.7,2008,5,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,424,1.0,2008-05-29,67.0,42.0,55.0,-9.0,37.0,47.0,10.0,0.0,0421,1917,RA,0.0,0.01,29.39,30.16,3.5,11.0,4.2,2008,5,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
424,426,1.0,2008-05-30,77.0,55.0,66.0,2.0,59.0,62.0,0.0,1.0,0420,1918,TSRA RA BR,0.0,0.4,29.03,29.79,8.4,21.0,10.4,2008,5,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
426,428,1.0,2008-05-31,79.0,59.0,69.0,5.0,56.0,62.0,0.0,4.0,0420,1919, ,0.0,0.0,29.1,29.8,10.8,28.0,11.9,2008,5,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,430,1.0,2008-06-01,74.0,53.0,64.0,0.0,47.0,55.0,1.0,0.0,0419,1920, ,0.0,0.0,29.23,29.95,4.6,10.0,5.4,2008,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,432,1.0,2008-06-02,86.0,56.0,71.0,7.0,52.0,60.0,0.0,6.0,0419,1920,RA,0.0,0.1,29.16,29.89,1.9,8.0,4.8,2008,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
432,434,1.0,2008-06-03,69.0,55.0,62.0,-2.0,55.0,57.0,3.0,0.0,0418,1921,TSRA RA FG+ FG BR,0.0,0.52,28.97,29.69,7.3,4.0,9.2,2008,6,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
434,436,1.0,2008-06-04,78.0,54.0,66.0,2.0,59.0,61.0,0.0,1.0,0418,1922,TSRA DZ FG+ FG BR HZ,0.0,0.1,28.9,29.62,4.5,4.0,5.2,2008,6,4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
436,438,1.0,2008-06-05,87.0,60.0,74.0,9.0,68.0,71.0,0.0,9.0,0417,1923,TSRA BR,0.0,0.64,29.0,29.7,11.5,20.0,14.0,2008,6,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
438,440,1.0,2008-06-06,87.0,73.0,80.0,14.0,68.0,72.0,0.0,15.0,0417,1923,RA,0.0,0.1,29.07,29.76,21.1,20.0,21.5,2008,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
440,442,1.0,2008-06-07,85.0,69.0,77.0,11.0,71.0,73.0,0.0,12.0,0417,1924,TS RA BR,0.0,0.11,29.16,29.86,12.5,19.0,13.2,2008,6,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
442,444,1.0,2008-06-08,85.0,64.0,75.0,9.0,68.0,70.0,0.0,10.0,0417,1925,TS TSRA RA,0.0,1.24,29.11,29.81,6.5,18.0,12.2,2008,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
444,446,1.0,2008-06-09,74.0,65.0,70.0,4.0,64.0,66.0,0.0,5.0,0416,1925,RA BR,0.0,0.14,29.1,29.82,6.3,22.0,7.7,2008,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
446,448,1.0,2008-06-10,79.0,59.0,69.0,2.0,56.0,61.0,0.0,4.0,0416,1926,RA,0.0,0.1,29.18,29.89,8.8,25.0,9.6,2008,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
448,450,1.0,2008-06-11,86.0,61.0,74.0,7.0,56.0,64.0,0.0,9.0,0416,1926, ,0.0,0.0,29.28,29.99,8.9,18.0,10.0,2008,6,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,452,1.0,2008-06-12,91.0,73.0,82.0,14.0,63.0,69.0,0.0,17.0,0416,1927, ,0.0,0.0,29.2,29.9,16.1,18.0,16.3,2008,6,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,454,1.0,2008-06-13,82.0,65.0,74.0,6.0,62.0,66.0,0.0,9.0,0416,1927,TSRA RA BR,0.0,0.39,29.21,29.92,8.9,22.0,9.9,2008,6,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
454,456,1.0,2008-06-14,84.0,59.0,72.0,4.0,53.0,61.0,0.0,7.0,0416,1928, ,0.0,0.0,29.23,29.94,8.3,24.0,8.8,2008,6,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,458,1.0,2008-06-15,81.0,61.0,71.0,3.0,60.0,64.0,0.0,6.0,0416,1928,RA,0.0,0.18,29.15,29.84,8.1,24.0,9.8,2008,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
458,460,1.0,2008-06-16,72.0,59.0,66.0,-3.0,49.0,57.0,0.0,1.0,0416,1929, ,0.0,0.0,29.2,29.91,10.7,31.0,11.2,2008,6,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,462,1.0,2008-06-17,76.0,55.0,66.0,-3.0,46.0,55.0,0.0,1.0,0416,1929, ,0.0,0.0,29.26,29.97,10.7,30.0,11.2,2008,6,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,464,1.0,2008-06-18,77.0,56.0,67.0,-3.0,48.0,56.0,0.0,2.0,0416,1929, ,0.0,0.0,29.21,29.92,4.8,3.0,7.3,2008,6,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,466,1.0,2008-06-19,81.0,52.0,67.0,-3.0,46.0,56.0,0.0,2.0,0416,1930, ,0.0,0.0,29.21,29.93,1.8,25.0,5.1,2008,6,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,468,1.0,2008-06-20,82.0,58.0,70.0,0.0,53.0,60.0,0.0,5.0,0416,1930,TSRA RA,0.0,0.09,29.25,29.96,6.7,22.0,7.9,2008,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
468,470,1.0,2008-06-21,82.0,61.0,72.0,2.0,52.0,61.0,0.0,7.0,0416,1930, ,0.0,0.01,29.24,29.95,7.1,29.0,7.8,2008,6,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,472,1.0,2008-06-22,82.0,57.0,70.0,0.0,52.0,59.0,0.0,5.0,0417,1931,TS TSRA,0.0,0.16,29.18,29.89,2.9,31.0,5.1,2008,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
472,474,1.0,2008-06-23,77.0,56.0,67.0,-3.0,54.0,59.0,0.0,2.0,0417,1931, ,0.0,0.0,29.33,30.04,3.9,4.0,6.4,2008,6,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,476,1.0,2008-06-24,82.0,55.0,69.0,-2.0,53.0,60.0,0.0,4.0,0417,1931, ,0.0,0.0,29.44,30.15,5.1,18.0,5.8,2008,6,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,478,1.0,2008-06-25,79.0,66.0,73.0,2.0,64.0,67.0,0.0,8.0,0417,1931,RA,0.0,0.08,29.28,29.99,8.0,22.0,9.3,2008,6,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
478,480,1.0,2008-06-26,86.0,70.0,78.0,7.0,66.0,70.0,0.0,13.0,0418,1931,BR,0.0,0.0,29.15,29.86,6.3,26.0,7.3,2008,6,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,482,1.0,2008-06-27,84.0,66.0,75.0,4.0,67.0,70.0,0.0,10.0,0418,1931,RA,0.0,0.1,29.05,29.76,6.7,22.0,7.4,2008,6,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
482,484,1.0,2008-06-28,83.0,64.0,74.0,3.0,55.0,63.0,0.0,9.0,0419,1931,TSRA HZ,0.0,0.04,28.98,29.69,12.1,25.0,13.2,2008,6,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
484,486,1.0,2008-06-29,75.0,60.0,68.0,-3.0,58.0,61.0,0.0,3.0,0419,1931,RA BR,0.0,0.58,29.08,29.77,7.3,31.0,9.7,2008,6,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
486,488,1.0,2008-06-30,80.0,59.0,70.0,-2.0,50.0,58.0,0.0,5.0,0419,1931, ,0.0,0.0,29.28,29.98,6.0,34.0,9.6,2008,6,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,490,1.0,2008-07-01,83.0,58.0,71.0,-1.0,51.0,60.0,0.0,6.0,0420,1931, ,0.0,0.0,29.24,29.97,8.1,24.0,8.0,2008,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,492,1.0,2008-07-02,87.0,63.0,75.0,3.0,62.0,66.0,0.0,10.0,0420,1931,TS RA BR,0.0,0.2,29.09,29.79,8.7,23.0,13.2,2008,7,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
492,494,1.0,2008-07-03,71.0,55.0,63.0,-9.0,51.0,57.0,2.0,0.0,0421,1931, ,0.0,0.1,29.34,30.04,11.6,3.0,12.0,2008,7,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,496,1.0,2008-07-04,76.0,52.0,64.0,-8.0,50.0,57.0,1.0,0.0,0422,1930, ,0.0,0.0,29.35,30.06,6.0,5.0,6.6,2008,7,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,498,1.0,2008-07-05,80.0,54.0,67.0,-5.0,52.0,59.0,0.0,2.0,0422,1930, ,0.0,0.0,29.31,30.03,4.6,7.0,7.0,2008,7,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,500,1.0,2008-07-06,87.0,59.0,73.0,1.0,57.0,65.0,0.0,8.0,0423,1930, ,0.0,0.0,29.21,29.94,9.3,19.0,9.4,2008,7,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,502,1.0,2008-07-07,87.0,71.0,79.0,7.0,67.0,71.0,0.0,14.0,0423,1930,TSRA RA,0.0,0.03,29.16,29.87,10.9,22.0,11.9,2008,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
502,504,1.0,2008-07-08,85.0,70.0,78.0,5.0,67.0,71.0,0.0,13.0,0424,1929, ,0.0,0.03,29.1,29.81,7.8,26.0,9.1,2008,7,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,506,1.0,2008-07-09,85.0,67.0,76.0,3.0,55.0,63.0,0.0,11.0,0425,1929, ,0.0,0.1,29.26,29.95,9.5,31.0,10.3,2008,7,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,508,1.0,2008-07-10,82.0,64.0,73.0,0.0,63.0,66.0,0.0,8.0,0425,1929,TSRA RA BR,0.0,0.72,29.26,29.99,8.5,23.0,9.2,2008,7,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
507,510,1.0,2008-07-11,88.0,64.0,76.0,3.0,65.0,69.0,0.0,11.0,0426,1928,TSRA RA BR,0.0,0.34,29.23,29.97,5.2,20.0,8.4,2008,7,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
509,512,1.0,2008-07-12,81.0,65.0,73.0,0.0,63.0,66.0,0.0,8.0,0427,1928,TS TSRA RA BR,0.0,0.73,29.19,29.89,7.7,26.0,10.3,2008,7,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
511,514,1.0,2008-07-13,79.0,62.0,71.0,-2.0,54.0,61.0,0.0,6.0,0428,1927, ,0.0,0.0,29.12,29.84,12.1,27.0,12.4,2008,7,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,516,1.0,2008-07-14,84.0,62.0,73.0,0.0,54.0,62.0,0.0,8.0,0428,1927, ,0.0,0.0,29.22,29.92,4.5,29.0,7.8,2008,7,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,518,1.0,2008-07-15,90.0,61.0,76.0,2.0,62.0,68.0,0.0,11.0,0429,1926, ,0.0,0.0,29.3,30.0,6.8,23.0,7.4,2008,7,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,520,1.0,2008-07-16,90.0,71.0,81.0,7.0,66.0,70.0,0.0,16.0,0430,1925, ,0.0,0.0,29.39,30.09,5.0,23.0,7.2,2008,7,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,522,1.0,2008-07-17,89.0,71.0,80.0,6.0,66.0,71.0,0.0,15.0,0431,1925, ,0.0,0.0,29.33,30.05,8.6,22.0,9.0,2008,7,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,524,1.0,2008-07-18,86.0,74.0,80.0,6.0,68.0,72.0,0.0,15.0,0432,1924,RA,0.0,0.04,29.24,29.95,2.6,22.0,5.4,2008,7,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
523,526,1.0,2008-07-19,78.0,67.0,73.0,-1.0,68.0,69.0,0.0,8.0,0433,1923,RA BR VCTS,0.0,1.61,29.19,29.91,2.0,33.0,5.8,2008,7,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
525,528,1.0,2008-07-20,86.0,68.0,77.0,3.0,68.0,71.0,0.0,12.0,0433,1923,TSRA,0.0,0.74,29.2,29.91,4.5,25.0,5.7,2008,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
527,530,1.0,2008-07-21,83.0,68.0,76.0,2.0,65.0,68.0,0.0,11.0,0434,1922,TSRA RA,0.0,0.13,29.21,29.92,3.3,3.0,7.4,2008,7,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
529,532,1.0,2008-07-22,77.0,63.0,70.0,-4.0,59.0,64.0,0.0,5.0,0435,1921, ,0.0,0.1,29.31,30.0,8.2,3.0,8.7,2008,7,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,534,1.0,2008-07-23,81.0,60.0,71.0,-3.0,52.0,60.0,0.0,6.0,0436,1920, ,0.0,0.0,29.39,30.1,7.6,2.0,8.5,2008,7,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
